Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2000-01-01,2000-05-01,2000-05-01,2000-06-01,1293,1124,2674,331,0.010520697624057612,0.9545454545454546,0.013114735415239734,21,1176,1,1505604.5790000004,2510680.9800000004,0.5996797645712839
2000-02-01,2000-06-01,2000-06-01,2000-07-01,562,1268,215,243,1.0,0.6428571428571429,0.9,9,0,5,2541935.178,2541935.178,1.0
2000-03-01,2000-07-01,2000-07-01,2000-08-01,418,1274,241,263,0.8580633802660665,0.7857142857142857,0.8425469239227076,11,1,3,2426088.8850000002,2591783.85,0.9360691421084363
2000-04-01,2000-08-01,2000-08-01,2000-09-01,672,1237,215,238,1.0,0.9090909090909091,0.980392156862745,10,0,1,2606381.871,2606381.871,1.0
2000-05-01,2000-09-01,2000-09-01,2000-10-01,964,1075,356,257,1.0,0.6875,0.9166666666666666,11,0,5,2436439.233,2436439.233,1.0
2000-06-01,2000-10-01,2000-10-01,2000-11-01,1115,1001,125,290,1.0,1.0,1.0,12,0,0,2537072.775,2537072.775,1.0
2000-07-01,2000-11-01,2000-11-01,2000-12-01,1034,1048,91,149,1.0,0.7777777777777778,0.945945945945946,7,0,2,2564203.4520000005,2564203.4520000005,1.0
2000-08-01,2000-12-01,2000-12-01,2001-01-01,1601,934,318,259,1.0,1.0,1.0,15,0,0,1729945.9079999998,1729945.9079999998,1.0
2000-09-01,2001-01-01,2001-01-01,2001-02-01,1222,955,205,177,0.9999063920765869,0.8181818181818182,0.9573781583710853,9,0,2,1871781.6899999997,1871956.9199999997,0.9999063920765869
2000-10-01,2001-02-01,2001-02-01,2001-03-01,806,871,180,144,1.0,1.0,1.0,7,0,0,2398367.223,2398367.223,1.0
2000-11-01,2001-03-01,2001-03-01,2001-04-01,609,725,124,195,1.0,0.75,0.9375,9,0,3,2633570.9280000003,2633570.9280000003,1.0
2000-12-01,2001-04-01,2001-04-01,2001-05-01,697,771,292,199,0.10066167018623814,1.0,0.12273832649752162,10,56,0,1699018.9649999999,2557349.937,0.6643670232291717
2001-01-01,2001-05-01,2001-05-01,2001-06-01,582,715,136,138,1.0,1.0,1.0,7,0,0,2657585.22,2657585.22,1.0
2001-02-01,2001-06-01,2001-06-01,2001-07-01,636,676,424,248,1.0,0.9166666666666666,0.9821428571428572,11,0,1,2502243.159,2502243.159,1.0
2001-03-01,2001-07-01,2001-07-01,2001-08-01,450,780,65,186,1.0,0.9,0.9782608695652175,9,0,1,2633440.119,2633440.119,1.0
2001-04-01,2001-08-01,2001-08-01,2001-09-01,829,752,196,139,1.0,1.0,1.0,7,0,0,2657591.961,2657591.961,1.0
2001-05-01,2001-09-01,2001-09-01,2001-10-01,635,692,132,184,1.0,0.9,0.9782608695652175,9,0,1,2566365.711,2566365.711,1.0
2001-06-01,2001-10-01,2001-10-01,2001-11-01,929,738,314,407,0.37819590958323646,0.95,0.42995364731462826,19,28,1,2444467.524,2612902.398,0.9355372500216903
2001-07-01,2001-11-01,2001-11-01,2001-12-01,889,916,396,349,1.0,1.0,1.0,17,0,0,2514248.8680000002,2514248.8680000002,1.0
2001-08-01,2001-12-01,2001-12-01,2002-01-01,976,1079,365,402,1.0,0.9523809523809523,0.9900990099009901,20,0,1,2620039.4010000005,2620039.4010000005,1.0
2001-09-01,2002-01-01,2002-01-01,2002-02-01,860,1342,429,579,0.9354705976909266,0.9666666666666667,0.941547684555341,29,2,1,2537198.7630000003,2537234.7630000003,0.9999858113247836
2001-10-01,2002-02-01,2002-02-01,2002-03-01,1274,1737,334,456,1.0,0.76,0.9405940594059405,19,0,6,2159515.83,2159515.83,1.0
2001-11-01,2002-03-01,2002-03-01,2002-04-01,937,1786,186,174,1.0,0.7272727272727273,0.930232558139535,8,0,3,2477784.849,2477784.849,1.0
2001-12-01,2002-04-01,2002-04-01,2002-05-01,1128,1611,76,236,1.0,0.6,0.8823529411764706,9,0,6,2528799.951,2528799.951,1.0
2002-01-01,2002-05-01,2002-05-01,2002-06-01,1351,1444,1137,425,0.28180473247924465,0.8333333333333334,0.32479710704112846,20,45,4,2164792.7369999997,2363658.2219999996,0.915865380557545
2002-02-01,2002-06-01,2002-06-01,2002-07-01,1044,1290,457,206,0.38119658261190553,1.0,0.43503706741304266,11,14,0,2195489.508,2534165.907,0.8663558695725125
2002-03-01,2002-07-01,2002-07-01,2002-08-01,1088,1040,140,104,0.11473263880448938,1.0,0.1394168818193547,6,45,0,2592700.1190000004,2658559.47,0.9752274298381597
2002-04-01,2002-08-01,2002-08-01,2002-09-01,577,971,138,275,1.0,0.8666666666666667,0.9701492537313434,13,0,2,2463722.6429999997,2463722.6429999997,1.0
