Training start,Training end,Test start,Test end,#Predicted Anomalies train,#ESA Anomalies train,#Predicted Anomalies test,#ESA Anomalies test,Precision,Recall,F0.5,tp,fp,fn,tnt,nt,tnrt
2000-01-01,2000-09-01,2000-09-01,2000-10-01,360,2199,155,257,1.0,0.625,0.8928571428571429,10,0,6,2436439.233,2436439.233,1.0
2000-02-01,2000-10-01,2000-10-01,2000-11-01,1450,2269,149,290,1.0,1.0,1.0,12,0,0,2537072.775,2537072.775,1.0
2000-03-01,2000-11-01,2000-11-01,2000-12-01,1682,2322,93,149,1.0,0.7777777777777778,0.945945945945946,7,0,2,2564203.4520000005,2564203.4520000005,1.0
2000-04-01,2000-12-01,2000-12-01,2001-01-01,1657,2171,112,259,1.0,0.8666666666666667,0.9701492537313434,13,0,2,1729945.9079999998,1729945.9079999998,1.0
2000-05-01,2001-01-01,2001-01-01,2001-02-01,2162,2030,90,177,1.0,0.8181818181818182,0.9574468085106381,9,0,2,1871956.9199999997,1871956.9199999997,1.0
2000-06-01,2001-02-01,2001-02-01,2001-03-01,2257,1872,69,144,1.0,1.0,1.0,7,0,0,2398367.223,2398367.223,1.0
2000-07-01,2001-03-01,2001-03-01,2001-04-01,2200,1773,90,195,1.0,0.75,0.9375,9,0,3,2633570.9280000003,2633570.9280000003,1.0
2000-08-01,2001-04-01,2001-04-01,2001-05-01,1950,1705,169,199,0.4332439327371212,1.0,0.48863083027966026,10,12,0,2437503.957,2557349.937,0.9531366520216666
2000-09-01,2001-05-01,2001-05-01,2001-06-01,1858,1666,143,138,1.0,1.0,1.0,7,0,0,2657585.22,2657585.22,1.0
2000-10-01,2001-06-01,2001-06-01,2001-07-01,1166,1547,238,248,1.0,0.9166666666666666,0.9821428571428572,11,0,1,2502243.159,2502243.159,1.0
2000-11-01,2001-07-01,2001-07-01,2001-08-01,459,1505,58,186,1.0,0.8,0.9523809523809523,8,0,2,2633440.119,2633440.119,1.0
2000-12-01,2001-08-01,2001-08-01,2001-09-01,1037,1523,117,139,1.0,1.0,1.0,7,0,0,2657591.961,2657591.961,1.0
2001-01-01,2001-09-01,2001-09-01,2001-10-01,1988,1407,173,184,1.0,0.9,0.9782608695652175,9,0,1,2566365.711,2566365.711,1.0
2001-02-01,2001-10-01,2001-10-01,2001-11-01,1212,1414,277,407,1.0,1.0,1.0,20,0,0,2612902.398,2612902.398,1.0
2001-03-01,2001-11-01,2001-11-01,2001-12-01,1656,1677,437,349,1.0,1.0,1.0,17,0,0,2514248.8680000002,2514248.8680000002,1.0
2001-04-01,2001-12-01,2001-12-01,2002-01-01,1479,1831,290,402,0.3085077380302123,0.9523809523809523,0.3567443449244879,20,39,1,2384492.1660000007,2620039.4010000005,0.9100978271891264
2001-05-01,2002-01-01,2002-01-01,2002-02-01,1429,2034,399,579,1.0,0.9333333333333333,0.9859154929577465,28,0,2,2537234.7630000003,2537234.7630000003,1.0
2001-06-01,2002-02-01,2002-02-01,2002-03-01,1587,2475,215,456,0.21336663922486734,0.6,0.24493307141337717,15,55,10,2150253.63,2159515.83,0.995710983049381
2001-07-01,2002-03-01,2002-03-01,2002-04-01,1379,2702,75,174,1.0,0.9090909090909091,0.980392156862745,10,0,1,2477784.849,2477784.849,1.0
